3499.34662	0.00107
3497.41811	0.00112
3495.48960	0.00200
3493.56109	0.00272
3491.63258	0.00382
3489.70407	0.00443
3487.77556	0.00383
3485.84705	0.00244
3483.91854	0.00137
3481.99003	0.00191
3480.06152	0.00275
3478.13301	0.00299
3476.20450	0.00225
3474.27599	0.00079
3472.34748	0.00123
3470.41898	0.00179
3468.49047	0.00225
3466.56196	0.00286
3464.63345	0.00299
3462.70494	0.00257
3460.77643	0.00191
3458.84792	0.00140
3456.91941	0.00154
3454.99090	0.00163
3453.06239	0.00156
3451.13388	0.00159
3449.20537	0.00097
3447.27686	0.00091
3445.34835	0.00170
3443.41984	0.00216
3441.49133	0.00241
3439.56282	0.00267
3437.63431	0.00265
3435.70580	0.00228
3433.77730	0.00202
3431.84879	0.00209
3429.92028	0.00279
3427.99177	0.00390
3426.06326	0.00443
3424.13475	0.00389
3422.20624	0.00307
3420.27773	0.00262
3418.34922	0.00259
3416.42071	0.00299
3414.49220	0.00390
3412.56369	0.00453
3410.63518	0.00451
3408.70667	0.00371
3406.77816	0.00296
3404.84965	0.00309
3402.92114	0.00342
3400.99263	0.00341
3399.06413	0.00388
3397.13562	0.00391
3395.20711	0.00345
3393.27860	0.00363
3391.35009	0.00400
3389.42158	0.00437
3387.49307	0.00437
3385.56456	0.00375
3383.63605	0.00351
3381.70754	0.00391
3379.77903	0.00444
3377.85052	0.00499
3375.92201	0.00517
3373.99350	0.00455
3372.06499	0.00379
3370.13648	0.00405
3368.20797	0.00519
3366.27946	0.00619
3364.35096	0.00658
3362.42245	0.00667
3360.49394	0.00638
3358.56543	0.00492
3356.63692	0.00322
3354.70841	0.00318
3352.77990	0.00446
3350.85139	0.00561
3348.92288	0.00564
3346.99437	0.00475
3345.06586	0.00399
3343.13735	0.00425
3341.20884	0.00554
3339.28033	0.00700
3337.35182	0.00771
3335.42331	0.00704
3333.49480	0.00581
3331.56629	0.00537
3329.63779	0.00595
3327.70928	0.00687
3325.78077	0.00760
3323.85226	0.00800
3321.92375	0.00771
3319.99524	0.00678
3318.06673	0.00600
3316.13822	0.00578
3314.20971	0.00611
3312.28120	0.00654
3310.35269	0.00697
3308.42418	0.00734
3306.49567	0.00725
3304.56716	0.00711
3302.63865	0.00749
3300.71014	0.00816
3298.78163	0.00827
3296.85312	0.00738
3294.92462	0.00622
3292.99611	0.00568
3291.06760	0.00622
3289.13909	0.00726
3287.21058	0.00787
3285.28207	0.00752
3283.35356	0.00650
3281.42505	0.00579
3279.49654	0.00617
3277.56803	0.00750
3275.63952	0.00861
3273.71101	0.00890
3271.78250	0.00907
3269.85399	0.00957
3267.92548	0.00983
3265.99697	0.00982
3264.06846	0.01020
3262.13995	0.01079
3260.21145	0.01057
3258.28294	0.00933
3256.35443	0.00818
3254.42592	0.00805
3252.49741	0.00883
3250.56890	0.00980
3248.64039	0.01009
3246.71188	0.00954
3244.78337	0.00878
3242.85486	0.00853
3240.92635	0.00910
3238.99784	0.01000
3237.06933	0.01068
3235.14082	0.01114
3233.21231	0.01150
3231.28380	0.01155
3229.35529	0.01120
3227.42678	0.01090
3225.49828	0.01132
3223.56977	0.01231
3221.64126	0.01276
3219.71275	0.01218
3217.78424	0.01127
3215.85573	0.01070
3213.92722	0.01090
3211.99871	0.01169
3210.07020	0.01252
3208.14169	0.01305
3206.21318	0.01303
3204.28467	0.01249
3202.35616	0.01193
3200.42765	0.01167
3198.49914	0.01154
3196.57063	0.01153
3194.64212	0.01141
3192.71361	0.01099
3190.78511	0.01060
3188.85660	0.01062
3186.92809	0.01116
3184.99958	0.01173
3183.07107	0.01195
3181.14256	0.01207
3179.21405	0.01216
3177.28554	0.01202
3175.35703	0.01187
3173.42852	0.01208
3171.50001	0.01246
3169.57150	0.01255
3167.64299	0.01224
3165.71448	0.01170
3163.78597	0.01132
3161.85746	0.01144
3159.92895	0.01169
3158.00044	0.01143
3156.07193	0.01068
3154.14343	0.01016
